"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn","tenure"
"3379","Female","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",74,1692.6,"Yes",22
"3380","Male","No","No","No","One line","Fiber optic","Electronic check",74,74,"No",1
"3381","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",76,2425.4,"No",32
"3382","Male","No","No","No","One line","DSL","Mailed check",51,51.25,"No",1
"3383","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",76,2841.55,"Yes",37
"3384","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Mailed check",74,527.9,"Yes",7
"3385","Male","No","No","No","One line","Fiber optic","Credit card",84,4331.4,"No",51
"3386","Male","No","No","No","One line","DSL","Electronic check",45,44.8,"No",1
"3387","Male","No","No","No","None","DSL","Mailed check",44,1011.5,"No",23
"3388","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",94,4186.3,"Yes",44
"3389","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",100,3320.6,"No",33
"3390","Male","No","No","No","One line","DSL","Mailed check",45,44.9,"No",1
"3391","Male","No","No","No","Two-plus lines","None","Mailed check",25,62,"No",2
"3392","Female","No","No","No","One line","Fiber optic","Credit card",83,319.6,"No",3
"3393","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",91,2995.45,"Yes",32
"3394","Female","No","No","No","None","DSL","Electronic check",31,347.25,"Yes",11
"3395","Male","Yes","No","No","One line","DSL","Electronic check",44,44,"No",1
"3396","Male","No","No","No","None","DSL","Mailed check",40,223.45,"Yes",5
"3397","Male","No","No","No","One line","Fiber optic","Mailed check",69,1793.25,"No",25
"3398","Male","No","No","No","One line","Fiber optic","Electronic check",74,3089.1,"No",41
"3399","Female","No","Yes","No","One line","DSL","Bank transfer",82,2078.55,"No",25
"3400","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",86,858.6,"No",9
"3401","Male","No","Yes","Yes","Two-plus lines","DSL","Bank transfer",60,1825.5,"No",30
"3402","Male","No","Yes","No","One line","DSL","Credit card",55,568.85,"No",10
"3403","Male","No","Yes","No","One line","DSL","Credit card",50,668.85,"No",13
"3404","Male","No","No","Yes","One line","None","Mailed check",20,184.1,"No",9
"3405","Female","No","Yes","No","One line","None","Mailed check",20,41.85,"No",2
"3406","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",90,2196.15,"Yes",24
"3407","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",84,424.75,"No",5
"3408","Male","No","No","No","One line","Fiber optic","Electronic check",79,78.95,"Yes",1
"3409","Male","No","No","No","None","DSL","Mailed check",43,219,"Yes",5
"3410","Female","No","Yes","Yes","None","DSL","Bank transfer",35,1620.25,"No",46
"3411","Male","No","No","No","Two-plus lines","None","Mailed check",25,101.9,"No",4
"3412","Male","No","No","No","One line","None","Mailed check",20,20.05,"No",1
"3413","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",94,4750.95,"Yes",50
"3414","Female","No","Yes","No","One line","Fiber optic","Credit card",90,2433.5,"No",27
"3415","Female","No","No","No","One line","Fiber optic","Electronic check",79,303.15,"Yes",3
"3416","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",95,6382,"No",66
"3417","Female","No","No","No","None","DSL","Electronic check",45,3085.35,"No",68
"3418","Male","No","No","No","One line","DSL","Credit card",50,49.8,"No",1
"3419","Male","No","No","No","One line","Fiber optic","Electronic check",101,4398.15,"Yes",43
"3420","Female","No","No","Yes","One line","DSL","Mailed check",65,1093.1,"Yes",16
"3421","Female","No","No","No","One line","DSL","Bank transfer",44,403.35,"Yes",9
"3422","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",74,74.3,"No",1
"3423","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",91,90.6,"Yes",1
"3424","Female","No","No","No","One line","Fiber optic","Electronic check",75,708.2,"No",9
"3425","Male","Yes","No","No","None","DSL","Electronic check",40,39.65,"Yes",1
"3426","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",90,521.3,"Yes",5
"3427","Female","No","No","No","One line","None","Credit card",19,532.1,"No",27
"3428","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",90,4063,"No",44
"3429","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",100,1776.95,"Yes",17
"3430","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",100,5985.75,"No",59
"3431","Male","No","No","No","Two-plus lines","None","Credit card",23,245.2,"Yes",10
"3432","Male","No","No","No","One line","DSL","Bank transfer",49,593.05,"No",12
"3433","Female","No","No","No","None","DSL","Mailed check",30,790.7,"No",26
"3434","Female","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",84,966.55,"No",11
"3435","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",108,3242.5,"No",30
"3436","Male","Yes","No","No","One line","Fiber optic","Mailed check",84,1029.75,"Yes",12
"3437","Female","No","No","No","One line","DSL","Mailed check",49,103.7,"No",2
"3438","Male","No","No","No","One line","DSL","Mailed check",55,159.15,"Yes",2
"3439","Female","No","No","No","None","DSL","Electronic check",40,1677.85,"No",41
"3440","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",81,585.95,"Yes",7
"3441","Male","No","Yes","Yes","Two-plus lines","None","Bank transfer",25,546.85,"No",21
"3442","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",75,75.1,"Yes",1
"3443","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",104,4863.85,"No",46
"3444","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",100,3204.65,"Yes",32
"3445","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",80,2429.1,"No",30
"3446","Female","No","Yes","Yes","One line","Fiber optic","Mailed check",80,80.05,"Yes",1
"3447","Male","No","Yes","Yes","One line","DSL","Mailed check",56,168.15,"Yes",2
"3448","Female","No","Yes","No","One line","Fiber optic","Electronic check",71,141.45,"Yes",2
"3449","Female","No","No","No","One line","Fiber optic","Electronic check",85,668.4,"Yes",7
"3450","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",100,3653.35,"Yes",36
"3451","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",97,1162.85,"Yes",12
"3452","Male","No","Yes","No","None","DSL","Bank transfer",60,3582.4,"No",59
"3453","Male","No","Yes","No","One line","Fiber optic","Electronic check",91,2964.05,"No",32
"3454","Female","No","Yes","No","One line","DSL","Mailed check",71,1837.7,"No",25
"3455","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",81,1451.9,"Yes",18
"3456","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",86,830.85,"Yes",9
"3457","Male","No","Yes","No","Two-plus lines","Fiber optic","Mailed check",85,3713.95,"No",43
"3458","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",106,2979.5,"Yes",28
"3459","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",74,401.3,"No",5
"3460","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",84,1745.2,"No",20
"3461","Male","No","No","No","One line","DSL","Electronic check",49,169.05,"Yes",3
"3462","Female","No","No","No","One line","DSL","Electronic check",59,3043.7,"No",51
"3463","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",102,700.85,"Yes",6
"3464","Female","No","No","No","One line","DSL","Bank transfer",50,49.55,"No",1
"3465","Female","No","Yes","No","One line","DSL","Mailed check",44,313.45,"No",7
"3466","Male","No","No","No","Two-plus lines","None","Mailed check",25,25,"No",1
"3467","Female","No","Yes","Yes","None","DSL","Mailed check",29,309.1,"Yes",10
"3468","Female","No","Yes","No","One line","Fiber optic","Electronic check",102,1669.4,"No",16
"3469","Male","No","No","Yes","One line","DSL","Electronic check",55,108.65,"No",1
"3470","Male","Yes","Yes","No","None","DSL","Bank transfer",25,1364.75,"No",54
"3471","Male","Yes","Yes","No","One line","Fiber optic","Credit card",72,2427.35,"No",33
"3472","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",94,3019.5,"Yes",32
"3473","Male","Yes","Yes","No","None","DSL","Electronic check",30,1359.7,"Yes",44
"3474","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",90,2187.55,"Yes",24
"3475","Female","No","Yes","Yes","One line","DSL","Mailed check",56,1082.8,"No",19
"3476","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",83,803.3,"Yes",9
"3477","Male","No","No","No","One line","Fiber optic","Mailed check",85,84.6,"Yes",1
"3478","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",106,5127.95,"Yes",48
"3479","Male","No","No","No","One line","None","Mailed check",20,255.35,"No",12
"3480","Female","No","No","No","One line","Fiber optic","Mailed check",80,152.7,"Yes",1
"3481","Male","No","Yes","No","One line","None","Credit card",19,340.85,"No",17
"3482","Female","No","No","Yes","One line","Fiber optic","Electronic check",79,78.65,"Yes",1
"3483","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",99,2933.2,"Yes",29
"3484","Male","No","No","No","One line","DSL","Mailed check",45,44.95,"No",1
"3485","Male","No","No","Yes","One line","DSL","Mailed check",56,157.55,"No",2
"3486","Female","No","No","Yes","One line","None","Electronic check",21,469.85,"No",22
"3487","Female","No","No","No","One line","DSL","Electronic check",50,765.45,"No",15
"3488","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",85,646.85,"Yes",7
"3489","Female","No","No","No","One line","None","Mailed check",20,20.15,"No",1
"3490","Female","No","Yes","Yes","One line","DSL","Mailed check",56,235.1,"Yes",4
"3491","Female","No","No","No","One line","DSL","Electronic check",62,2096.1,"No",33
"3492","Male","No","No","Yes","Two-plus lines","Fiber optic","Mailed check",78,851.8,"No",10
"3493","Female","Yes","Yes","Yes","Two-plus lines","Fiber optic","Mailed check",80,2718.3,"Yes",34
"3494","Female","No","No","No","One line","Fiber optic","Electronic check",69,651.5,"No",9
"3495","Female","No","No","No","One line","None","Electronic check",19,18.85,"No",1
"3496","Male","No","Yes","No","None","DSL","Electronic check",50,50.35,"Yes",1
"3497","Male","No","No","No","One line","DSL","Mailed check",62,1393.6,"No",22
"3498","Female","No","No","Yes","One line","DSL","Electronic check",56,764.55,"No",13
"3499","Male","No","No","No","One line","Fiber optic","Bank transfer",69,488.65,"No",7
"3500","Female","No","No","No","None","DSL","Electronic check",25,58.9,"Yes",2
"3501","Female","Yes","No","No","One line","Fiber optic","Bank transfer",90,1047.7,"Yes",11
"3502","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",80,3313.4,"No",41
"3503","Female","No","No","Yes","None","DSL","Credit card",46,2108.35,"No",46
"3504","Female","No","No","No","One line","Fiber optic","Electronic check",80,79.55,"Yes",1
"3505","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",94,536.4,"Yes",5
"3506","Male","No","No","No","One line","None","Mailed check",19,185.6,"Yes",9
"3507","Female","No","No","No","None","DSL","Electronic check",41,359.4,"No",8
"3508","Male","Yes","No","No","One line","DSL","Electronic check",50,237.25,"Yes",4
"3509","Male","No","No","No","Two-plus lines","None","Bank transfer",25,152.95,"No",6
"3510","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Mailed check",79,2570,"No",32
"3511","Male","No","No","No","None","DSL","Credit card",49,1880.85,"Yes",38
"3512","Male","No","No","No","One line","None","Mailed check",19,53.05,"No",2
"3513","Male","No","No","No","One line","None","Bank transfer",21,739.9,"No",35
"3514","Male","No","No","Yes","One line","None","Mailed check",19,537.35,"No",28
"3515","Male","No","No","No","One line","DSL","Electronic check",69,191.35,"Yes",2
"3516","Female","Yes","No","No","One line","Fiber optic","Mailed check",82,162.55,"No",1
"3517","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",91,1597.25,"Yes",17
"3518","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",109,7227.45,"No",66
"3519","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",89,3645.75,"No",40
"3520","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",89,1885.15,"No",21
"3521","Male","Yes","Yes","No","None","DSL","Credit card",31,805.1,"Yes",26
"3522","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",97,291.9,"Yes",3
"3523","Female","Yes","No","No","Two-plus lines","DSL","Mailed check",51,50.55,"Yes",1
"3524","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",94,6126.15,"No",64
"3525","Female","No","No","No","One line","Fiber optic","Electronic check",95,2283.15,"No",24
"3526","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",95,1233.65,"Yes",12
"3527","Female","No","Yes","Yes","One line","None","Mailed check",19,1182.55,"Yes",60
"3528","Male","No","Yes","No","One line","DSL","Bank transfer",60,1406,"No",23
"3529","Male","No","Yes","Yes","None","DSL","Credit card",39,2021.35,"No",51
"3530","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",101,4669.2,"No",46
"3531","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",111,6014.85,"Yes",54
"3532","Female","No","Yes","Yes","One line","DSL","Credit card",58,740.55,"No",12
"3533","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",105,7299.65,"Yes",69
"3534","Male","No","No","No","Two-plus lines","None","Credit card",25,493.4,"No",19
"3535","Female","No","No","No","One line","Fiber optic","Electronic check",94,999.9,"No",10
"3536","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",100,1415,"No",14
"3537","Female","No","No","No","One line","Fiber optic","Credit card",81,389.6,"Yes",4
"3538","Male","No","Yes","No","One line","DSL","Bank transfer",49,664.4,"No",13
"3539","Female","No","No","No","Two-plus lines","DSL","Electronic check",54,1249.25,"No",22
"3540","Male","No","No","No","One line","None","Mailed check",19,50.6,"No",2
"3541","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",85,1451.6,"Yes",16
"3542","Male","No","Yes","Yes","One line","None","Electronic check",20,19.75,"No",1
"3543","Female","No","No","No","Two-plus lines","DSL","Mailed check",56,899.8,"Yes",16
"3544","Female","No","Yes","No","One line","DSL","Mailed check",54,53.55,"No",1
"3545","Female","Yes","No","No","One line","Fiber optic","Electronic check",71,2419,"No",34
"3546","Male","No","No","No","One line","DSL","Electronic check",51,2092.9,"No",40
"3547","Male","No","No","No","One line","DSL","Mailed check",46,45.7,"Yes",1
"3548","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",85,1391.15,"No",16
"3549","Male","No","No","No","One line","None","Mailed check",20,20.3,"No",1
"3550","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",85,85.45,"Yes",1
"3551","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",104,1806.35,"No",17
"3552","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",99,2249.1,"No",22
"3553","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",90,676.7,"Yes",7
"3554","Male","No","No","No","None","DSL","Mailed check",24,24.45,"Yes",1
"3555","Male","Yes","No","No","One line","None","Electronic check",19,37.2,"No",1
"3556","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",107,3756.45,"No",35
"3557","Male","No","No","No","One line","Fiber optic","Credit card",69,2958.95,"No",42
"3558","Female","No","No","No","One line","None","Credit card",19,601.6,"No",31
"3559","Female","No","Yes","Yes","One line","DSL","Electronic check",55,1319.85,"No",23
"3560","Female","No","Yes","Yes","Two-plus lines","None","Mailed check",26,372.45,"No",14
