"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn"
"3413","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",93.8,4750.95,"Yes"
"3414","Female","No","Yes","No","One line","Fiber optic","Credit card",89.9,2433.5,"No"
"3415","Female","No","No","No","One line","Fiber optic","Electronic check",79,303.15,"Yes"
"3416","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",95.35,6382,"No"
"3417","Female","No","No","No","None","DSL","Electronic check",44.95,3085.35,"No"
"3418","Male","No","No","No","One line","DSL","Credit card",49.8,49.8,"No"
"3419","Male","No","No","No","One line","Fiber optic","Electronic check",100.55,4398.15,"Yes"
"3420","Female","No","No","Yes","One line","DSL","Mailed check",64.7,1093.1,"Yes"
"3421","Female","No","No","No","One line","DSL","Bank transfer",44.2,403.35,"Yes"
"3422","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",74.3,74.3,"No"
"3423","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",90.6,90.6,"Yes"
"3424","Female","No","No","No","One line","Fiber optic","Electronic check",74.85,708.2,"No"
"3425","Male","Yes","No","No","None","DSL","Electronic check",39.65,39.65,"Yes"
"3426","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",90.1,521.3,"Yes"
"3427","Female","No","No","No","One line","None","Credit card",19.2,532.1,"No"
"3428","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",90.4,4063,"No"
"3429","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",99.85,1776.95,"Yes"
"3430","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",99.8,5985.75,"No"
"3431","Male","No","No","No","Two-plus lines","None","Credit card",23.15,245.2,"Yes"
"3432","Male","No","No","No","One line","DSL","Bank transfer",49.05,593.05,"No"
"3433","Female","No","No","No","None","DSL","Mailed check",29.75,790.7,"No"
"3434","Female","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",84.05,966.55,"No"
"3435","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",107.5,3242.5,"No"
"3436","Male","Yes","No","No","One line","Fiber optic","Mailed check",83.8,1029.75,"Yes"
"3437","Female","No","No","No","One line","DSL","Mailed check",49.2,103.7,"No"
"3438","Male","No","No","No","One line","DSL","Mailed check",55.15,159.15,"Yes"
"3439","Female","No","No","No","None","DSL","Electronic check",40.35,1677.85,"No"
"3440","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",81.25,585.95,"Yes"
"3441","Male","No","Yes","Yes","Two-plus lines","None","Bank transfer",25.4,546.85,"No"
"3442","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",75.1,75.1,"Yes"
"3443","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",104.45,4863.85,"No"
"3444","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",99.55,3204.65,"Yes"
"3445","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",80.45,2429.1,"No"
"3446","Female","No","Yes","Yes","One line","Fiber optic","Mailed check",80.05,80.05,"Yes"
"3447","Male","No","Yes","Yes","One line","DSL","Mailed check",56.15,168.15,"Yes"
"3448","Female","No","Yes","No","One line","Fiber optic","Electronic check",70.7,141.45,"Yes"
"3449","Female","No","No","No","One line","Fiber optic","Electronic check",84.95,668.4,"Yes"
"3450","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",100.5,3653.35,"Yes"
"3451","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",96.65,1162.85,"Yes"
"3452","Male","No","Yes","No","None","DSL","Bank transfer",60.2,3582.4,"No"
"3453","Male","No","Yes","No","One line","Fiber optic","Electronic check",91.25,2964.05,"No"
"3454","Female","No","Yes","No","One line","DSL","Mailed check",71.05,1837.7,"No"
"3455","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",80.65,1451.9,"Yes"
"3456","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",86.45,830.85,"Yes"
"3457","Male","No","Yes","No","Two-plus lines","Fiber optic","Mailed check",84.55,3713.95,"No"
"3458","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",105.7,2979.5,"Yes"
"3459","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",73.85,401.3,"No"
"3460","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",84.35,1745.2,"No"
"3461","Male","No","No","No","One line","DSL","Electronic check",49.15,169.05,"Yes"
"3462","Female","No","No","No","One line","DSL","Electronic check",59.45,3043.7,"No"
"3463","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",101.95,700.85,"Yes"
"3464","Female","No","No","No","One line","DSL","Bank transfer",49.55,49.55,"No"
"3465","Female","No","Yes","No","One line","DSL","Mailed check",44.25,313.45,"No"
"3466","Male","No","No","No","Two-plus lines","None","Mailed check",25,25,"No"
"3467","Female","No","Yes","Yes","None","DSL","Mailed check",29.2,309.1,"Yes"
"3468","Female","No","Yes","No","One line","Fiber optic","Electronic check",101.75,1669.4,"No"
"3469","Male","No","No","Yes","One line","DSL","Electronic check",55.3,108.65,"No"
"3470","Male","Yes","Yes","No","None","DSL","Bank transfer",24.95,1364.75,"No"
"3471","Male","Yes","Yes","No","One line","Fiber optic","Credit card",71.55,2427.35,"No"
"3472","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",93.8,3019.5,"Yes"
"3473","Male","Yes","Yes","No","None","DSL","Electronic check",30.35,1359.7,"Yes"
"3474","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",89.7,2187.55,"Yes"
"3475","Female","No","Yes","Yes","One line","DSL","Mailed check",55.95,1082.8,"No"
"3476","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",83.3,803.3,"Yes"
"3477","Male","No","No","No","One line","Fiber optic","Mailed check",84.6,84.6,"Yes"
"3478","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",106.4,5127.95,"Yes"
"3479","Male","No","No","No","One line","None","Mailed check",20.45,255.35,"No"
"3480","Female","No","No","No","One line","Fiber optic","Mailed check",79.65,152.7,"Yes"
"3481","Male","No","Yes","No","One line","None","Credit card",19.45,340.85,"No"
"3482","Female","No","No","Yes","One line","Fiber optic","Electronic check",78.65,78.65,"Yes"
"3483","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",98.6,2933.2,"Yes"
"3484","Male","No","No","No","One line","DSL","Mailed check",44.95,44.95,"No"
"3485","Male","No","No","Yes","One line","DSL","Mailed check",55.9,157.55,"No"
"3486","Female","No","No","Yes","One line","None","Electronic check",20.55,469.85,"No"
"3487","Female","No","No","No","One line","DSL","Electronic check",50.45,765.45,"No"
"3488","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",84.55,646.85,"Yes"
"3489","Female","No","No","No","One line","None","Mailed check",20.15,20.15,"No"
"3490","Female","No","Yes","Yes","One line","DSL","Mailed check",56.5,235.1,"Yes"
"3491","Female","No","No","No","One line","DSL","Electronic check",62.1,2096.1,"No"
"3492","Male","No","No","Yes","Two-plus lines","Fiber optic","Mailed check",78,851.8,"No"
"3493","Female","Yes","Yes","Yes","Two-plus lines","Fiber optic","Mailed check",79.6,2718.3,"Yes"
"3494","Female","No","No","No","One line","Fiber optic","Electronic check",69.05,651.5,"No"
"3495","Female","No","No","No","One line","None","Electronic check",18.85,18.85,"No"
"3496","Male","No","Yes","No","None","DSL","Electronic check",50.35,50.35,"Yes"
"3497","Male","No","No","No","One line","DSL","Mailed check",61.65,1393.6,"No"
"3498","Female","No","No","Yes","One line","DSL","Electronic check",56,764.55,"No"
"3499","Male","No","No","No","One line","Fiber optic","Bank transfer",69.15,488.65,"No"
"3500","Female","No","No","No","None","DSL","Electronic check",25.25,58.9,"Yes"
"3501","Female","Yes","No","No","One line","Fiber optic","Bank transfer",89.7,1047.7,"Yes"
"3502","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",79.9,3313.4,"No"
"3503","Female","No","No","Yes","None","DSL","Credit card",45.55,2108.35,"No"
"3504","Female","No","No","No","One line","Fiber optic","Electronic check",79.55,79.55,"Yes"
"3505","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",93.55,536.4,"Yes"
"3506","Male","No","No","No","One line","None","Mailed check",18.95,185.6,"Yes"
"3507","Female","No","No","No","None","DSL","Electronic check",40.75,359.4,"No"
"3508","Male","Yes","No","No","One line","DSL","Electronic check",50.35,237.25,"Yes"
"3509","Male","No","No","No","Two-plus lines","None","Bank transfer",25.05,152.95,"No"
"3510","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Mailed check",79.3,2570,"No"
"3511","Male","No","No","No","None","DSL","Credit card",48.95,1880.85,"Yes"
"3512","Male","No","No","No","One line","None","Mailed check",19.1,53.05,"No"
"3513","Male","No","No","No","One line","None","Bank transfer",20.75,739.9,"No"
"3514","Male","No","No","Yes","One line","None","Mailed check",19.15,537.35,"No"
"3515","Male","No","No","No","One line","DSL","Electronic check",69.35,191.35,"Yes"
"3516","Female","Yes","No","No","One line","Fiber optic","Mailed check",81.5,162.55,"No"
"3517","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",90.7,1597.25,"Yes"
"3518","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",109.4,7227.45,"No"
"3519","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",89.2,3645.75,"No"
"3520","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",88.75,1885.15,"No"
"3521","Male","Yes","Yes","No","None","DSL","Credit card",30.75,805.1,"Yes"
"3522","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",96.6,291.9,"Yes"
"3523","Female","Yes","No","No","Two-plus lines","DSL","Mailed check",50.55,50.55,"Yes"
"3524","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",94.4,6126.15,"No"
"3525","Female","No","No","No","One line","Fiber optic","Electronic check",94.6,2283.15,"No"
"3526","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",95.25,1233.65,"Yes"
"3527","Female","No","Yes","Yes","One line","None","Mailed check",19.4,1182.55,"Yes"
"3528","Male","No","Yes","No","One line","DSL","Bank transfer",59.95,1406,"No"
"3529","Male","No","Yes","Yes","None","DSL","Credit card",39.45,2021.35,"No"
"3530","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",100.75,4669.2,"No"
"3531","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",111.1,6014.85,"Yes"
"3532","Female","No","Yes","Yes","One line","DSL","Credit card",58.35,740.55,"No"
"3533","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",105.3,7299.65,"Yes"
"3534","Male","No","No","No","Two-plus lines","None","Credit card",24.85,493.4,"No"
"3535","Female","No","No","No","One line","Fiber optic","Electronic check",94.2,999.9,"No"
"3536","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",100.15,1415,"No"
"3537","Female","No","No","No","One line","Fiber optic","Credit card",81,389.6,"Yes"
"3538","Male","No","Yes","No","One line","DSL","Bank transfer",48.8,664.4,"No"
"3539","Female","No","No","No","Two-plus lines","DSL","Electronic check",54.4,1249.25,"No"
"3540","Male","No","No","No","One line","None","Mailed check",19.4,50.6,"No"
"3541","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",85.45,1451.6,"Yes"
"3542","Male","No","Yes","Yes","One line","None","Electronic check",19.75,19.75,"No"
"3543","Female","No","No","No","Two-plus lines","DSL","Mailed check",55.7,899.8,"Yes"
"3544","Female","No","Yes","No","One line","DSL","Mailed check",53.55,53.55,"No"
"3545","Female","Yes","No","No","One line","Fiber optic","Electronic check",70.55,2419,"No"
"3546","Male","No","No","No","One line","DSL","Electronic check",51.1,2092.9,"No"
"3547","Male","No","No","No","One line","DSL","Mailed check",45.7,45.7,"Yes"
"3548","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",85.05,1391.15,"No"
"3549","Male","No","No","No","One line","None","Mailed check",20.3,20.3,"No"
"3550","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",85.45,85.45,"Yes"
"3551","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",103.6,1806.35,"No"
"3552","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",98.7,2249.1,"No"
"3553","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",89.5,676.7,"Yes"
"3554","Male","No","No","No","None","DSL","Mailed check",24.45,24.45,"Yes"
"3555","Male","Yes","No","No","One line","None","Electronic check",19.2,37.2,"No"
"3556","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",106.9,3756.45,"No"
"3557","Male","No","No","No","One line","Fiber optic","Credit card",68.85,2958.95,"No"
"3558","Female","No","No","No","One line","None","Credit card",19.35,601.6,"No"
"3559","Female","No","Yes","Yes","One line","DSL","Electronic check",55.15,1319.85,"No"
"3560","Female","No","Yes","Yes","Two-plus lines","None","Mailed check",25.55,372.45,"No"
"3561","Female","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",113.6,4594.95,"Yes"
"3562","Female","No","No","No","One line","DSL","Electronic check",48.85,736.8,"No"
"3563","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",84.15,1821.95,"No"
"3564","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",104.15,4495.65,"No"
"3565","Male","No","No","No","Two-plus lines","DSL","Bank transfer",74.75,827.05,"No"
"3566","Male","No","Yes","No","Two-plus lines","Fiber optic","Credit card",90.2,1454.15,"Yes"
"3567","Female","No","Yes","Yes","Two-plus lines","DSL","Credit card",79.9,3326.2,"Yes"
"3568","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",98.7,973.25,"Yes"
"3569","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",90.8,2361.8,"Yes"
"3570","Female","Yes","No","No","One line","None","Electronic check",19.45,19.45,"Yes"
"3571","Female","No","Yes","Yes","One line","None","Mailed check",20.45,781.25,"No"
"3572","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",85.15,1139.2,"Yes"
"3573","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",93.55,2264.05,"Yes"
"3574","Male","Yes","No","No","One line","Fiber optic","Credit card",95.9,1777.9,"Yes"
"3575","Female","No","Yes","No","One line","Fiber optic","Bank transfer",75.15,496.9,"Yes"
"3576","Male","No","Yes","No","None","DSL","Electronic check",54.45,706.85,"Yes"
"3577","Female","Yes","No","No","One line","Fiber optic","Electronic check",84.95,1443.65,"No"
"3578","Female","No","No","No","One line","DSL","Credit card",70.75,450.8,"Yes"
"3579","Female","No","No","No","One line","DSL","Mailed check",44,44,"No"
"3580","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",104.85,1531.4,"Yes"
"3581","Female","No","No","No","One line","Fiber optic","Electronic check",94.4,94.4,"Yes"
"3582","Female","No","No","No","None","DSL","Electronic check",24.6,24.6,"Yes"
"3583","Female","Yes","No","No","One line","Fiber optic","Electronic check",78.85,292.8,"Yes"
"3584","Female","No","No","No","One line","Fiber optic","Electronic check",70.7,151.65,"Yes"
"3585","Female","No","No","No","None","DSL","Electronic check",47.95,305.1,"Yes"
"3586","Male","No","No","No","One line","DSL","Mailed check",45.6,45.6,"No"
"3587","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",76.45,76.45,"Yes"
"3588","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",75.55,413.65,"Yes"
"3589","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",94.45,2653.65,"Yes"
"3590","Female","No","No","No","One line","None","Bank transfer",20.3,246.3,"No"
"3591","Female","No","Yes","No","Two-plus lines","DSL","Electronic check",62.65,2274.9,"Yes"
"3592","Male","No","No","No","One line","DSL","Mailed check",54.65,189.1,"No"
"3593","Male","No","No","Yes","One line","DSL","Credit card",54.7,169.45,"Yes"
"3594","Male","No","No","No","One line","Fiber optic","Mailed check",70.15,735.5,"No"
"3595","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",74.95,308.7,"Yes"
"3596","Female","No","No","No","One line","Fiber optic","Bank transfer",83.2,1130,"No"
"3597","Female","No","No","No","Two-plus lines","None","Mailed check",24.6,86.35,"No"
"3598","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",109.1,5647.95,"No"
"3599","Female","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",95.4,2025.1,"No"
"3600","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",90.7,3413.25,"No"
